pid,act,start,end,duration
579,home,0,390,390
579,leisure,390,600,210
579,shop,600,675,75
579,home,675,1440,765
580,home,0,420,420
580,shop,420,480,60
580,leisure,480,735,255
580,shop,735,930,195
580,home,930,1440,510
581,home,0,390,390
581,shop,390,450,60
581,leisure,450,1005,555
581,home,1005,1440,435
582,home,0,390,390
582,shop,390,510,120
582,leisure,510,990,480
582,home,990,1440,450
583,home,0,375,375
583,work,375,1110,735
583,home,1110,1440,330
584,home,0,375,375
584,work,375,1185,810
584,home,1185,1440,255
585,home,0,375,375
585,work,375,1155,780
585,home,1155,1440,285
586,home,0,420,420
586,shop,420,495,75
586,leisure,495,975,480
586,home,975,1440,465
587,home,0,420,420
587,leisure,420,615,195
587,shop,615,750,135
587,home,750,1440,690
588,home,0,375,375
588,shop,375,435,60
588,leisure,435,1005,570
588,home,1005,1440,435
589,home,0,405,405
589,shop,405,480,75
589,leisure,480,990,510
589,home,990,1440,450
590,home,0,390,390
590,work,390,1125,735
590,home,1125,1440,315
591,home,0,390,390
591,work,390,1050,660
591,home,1050,1440,390
592,home,0,375,375
592,work,375,1095,720
592,home,1095,1440,345
593,home,0,375,375
593,work,375,1065,690
593,home,1065,1440,375
594,home,0,390,390
594,work,390,810,420
594,shop,810,825,15
594,work,825,1065,240
594,leisure,1065,1080,15
594,work,1080,1095,15
594,leisure,1095,1110,15
594,work,1110,1125,15
594,leisure,1125,1140,15
594,work,1140,1155,15
594,leisure,1155,1170,15
594,home,1170,1440,270
595,home,0,405,405
595,shop,405,510,105
595,leisure,510,960,450
595,shop,960,975,15
595,home,975,1440,465
596,home,0,405,405
596,shop,405,495,90
596,leisure,495,975,480
596,home,975,1440,465
597,home,0,390,390
597,shop,390,510,120
597,leisure,510,975,465
597,home,975,1440,465
598,home,0,375,375
598,shop,375,465,90
598,leisure,465,990,525
598,home,990,1440,450
599,home,0,375,375
599,work,375,795,420
599,shop,795,855,60
599,home,855,1440,585
600,home,0,375,375
600,work,375,795,420
600,shop,795,855,60
600,home,855,1440,585
601,home,0,390,390
601,shop,390,420,30
601,leisure,420,495,75
601,shop,495,780,285
601,home,780,1440,660
602,home,0,375,375
602,work,375,795,420
602,shop,795,855,60
602,home,855,1440,585
603,home,0,375,375
603,leisure,375,600,225
603,shop,600,750,150
603,home,750,975,225
603,shop,975,990,15
603,home,990,1440,450
604,home,0,375,375
604,shop,375,435,60
604,home,435,615,180
604,leisure,615,795,180
604,shop,795,930,135
604,home,930,1440,510
605,home,0,375,375
605,shop,375,495,120
605,leisure,495,885,390
605,shop,885,945,60
605,home,945,1440,495
606,home,0,375,375
606,work,375,795,420
606,shop,795,855,60
606,work,855,1095,240
606,leisure,1095,1110,15
606,work,1110,1140,30
606,home,1140,1440,300
607,home,0,390,390
607,shop,390,465,75
607,leisure,465,990,525
607,home,990,1440,450
608,home,0,375,375
608,shop,375,450,75
608,leisure,450,975,525
608,home,975,1440,465
609,home,0,375,375
609,leisure,375,675,300
609,shop,675,750,75
609,home,750,1440,690
610,home,0,375,375
610,shop,375,450,75
610,leisure,450,990,540
610,home,990,1440,450
611,home,0,375,375
611,leisure,375,540,165
611,shop,540,840,300
611,home,840,1440,600
612,home,0,390,390
612,leisure,390,585,195
612,shop,585,960,375
612,home,960,1440,480
613,home,0,390,390
613,work,390,795,405
613,shop,795,810,15
613,home,810,1440,630
614,home,0,405,405
614,leisure,405,510,105
614,shop,510,840,330
614,home,840,1440,600
615,home,0,405,405
615,shop,405,495,90
615,leisure,495,1005,510
615,home,1005,1440,435
616,home,0,390,390
616,shop,390,510,120
616,leisure,510,990,480
616,home,990,1440,450
617,home,0,405,405
617,shop,405,465,60
617,leisure,465,1005,540
617,home,1005,1440,435
618,home,0,375,375
618,work,375,1125,750
618,home,1125,1440,315
619,home,0,390,390
619,work,390,1140,750
619,home,1140,1440,300
620,home,0,375,375
620,work,375,795,420
620,shop,795,870,75
620,work,870,990,120
620,leisure,990,1005,15
620,work,1005,1110,105
620,leisure,1110,1125,15
620,work,1125,1155,30
620,leisure,1155,1170,15
620,home,1170,1440,270
621,home,0,375,375
621,leisure,375,495,120
621,shop,495,555,60
621,home,555,660,105
621,shop,660,720,60
621,home,720,1440,720
622,home,0,375,375
622,work,375,795,420
622,shop,795,855,60
622,leisure,855,915,60
622,work,915,1185,270
622,home,1185,1440,255
623,home,0,375,375
623,shop,375,480,105
623,leisure,480,975,495
623,home,975,1440,465
624,home,0,375,375
624,shop,375,465,90
624,home,465,630,165
624,leisure,630,945,315
624,home,945,1440,495
625,home,0,375,375
625,leisure,375,540,165
625,shop,540,900,360
625,home,900,1440,540
626,home,0,390,390
626,leisure,390,510,120
626,shop,510,840,330
626,home,840,1440,600
627,home,0,405,405
627,shop,405,465,60
627,leisure,465,975,510
627,home,975,1440,465
628,home,0,390,390
628,shop,390,450,60
628,leisure,450,975,525
628,home,975,1440,465
629,home,0,390,390
629,shop,390,450,60
629,leisure,450,990,540
629,home,990,1440,450
630,home,0,375,375
630,shop,375,450,75
630,leisure,450,1005,555
630,home,1005,1440,435
631,home,0,375,375
631,work,375,795,420
631,shop,795,855,60
631,work,855,1185,330
631,leisure,1185,1200,15
631,home,1200,1440,240
632,home,0,390,390
632,shop,390,450,60
632,leisure,450,795,345
632,home,795,1440,645
633,home,0,375,375
633,work,375,735,360
633,shop,735,750,15
633,work,750,1005,255
633,leisure,1005,1020,15
633,work,1020,1035,15
633,leisure,1035,1065,30
633,work,1065,1080,15
633,leisure,1080,1095,15
633,work,1095,1110,15
633,leisure,1110,1125,15
633,work,1125,1155,30
633,leisure,1155,1170,15
633,work,1170,1185,15
633,home,1185,1440,255
634,home,0,375,375
634,shop,375,465,90
634,leisure,465,1005,540
634,home,1005,1440,435
635,home,0,390,390
635,shop,390,495,105
635,leisure,495,975,480
635,home,975,1440,465
636,home,0,375,375
636,work,375,1185,810
636,home,1185,1440,255
637,home,0,375,375
637,shop,375,435,60
637,leisure,435,510,75
637,shop,510,585,75
637,home,585,1440,855
638,home,0,390,390
638,leisure,390,600,210
638,shop,600,765,165
638,home,765,1440,675
639,home,0,390,390
639,shop,390,495,105
639,home,495,585,90
639,leisure,585,825,240
639,home,825,1440,615
640,home,0,390,390
640,shop,390,540,150
640,leisure,540,1035,495
640,home,1035,1440,405
641,home,0,405,405
641,shop,405,495,90
641,leisure,495,975,480
641,home,975,1440,465
642,home,0,390,390
642,shop,390,435,45
642,home,435,600,165
642,leisure,600,780,180
642,shop,780,840,60
642,home,840,1440,600
643,home,0,390,390
643,work,390,810,420
643,shop,810,870,60
643,home,870,1440,570
644,home,0,375,375
644,work,375,1200,825
644,home,1200,1440,240
645,home,0,375,375
645,work,375,750,375
645,shop,750,780,30
645,work,780,1035,255
645,shop,1035,1050,15
645,home,1050,1440,390
646,home,0,375,375
646,leisure,375,570,195
646,shop,570,675,105
646,home,675,1440,765
647,home,0,375,375
647,work,375,1065,690
647,home,1065,1440,375
648,home,0,375,375
648,leisure,375,555,180
648,shop,555,810,255
648,home,810,1440,630
649,home,0,435,435
649,shop,435,495,60
649,leisure,495,975,480
649,home,975,1440,465
650,home,0,405,405
650,leisure,405,585,180
650,shop,585,660,75
650,home,660,1440,780
651,home,0,405,405
651,shop,405,480,75
651,leisure,480,975,495
651,home,975,1440,465
652,home,0,405,405
652,shop,405,465,60
652,leisure,465,975,510
652,home,975,1440,465
653,home,0,390,390
653,shop,390,450,60
653,leisure,450,1005,555
653,home,1005,1440,435
654,home,0,375,375
654,work,375,1035,660
654,education,1035,1080,45
654,home,1080,1440,360
655,home,0,405,405
655,shop,405,465,60
655,leisure,465,975,510
655,home,975,1440,465
656,home,0,405,405
656,shop,405,480,75
656,leisure,480,975,495
656,home,975,1440,465
657,home,0,390,390
657,work,390,1200,810
657,home,1200,1440,240
658,home,0,375,375
658,work,375,795,420
658,shop,795,870,75
658,home,870,1440,570
659,home,0,390,390
659,shop,390,465,75
659,leisure,465,1020,555
659,home,1020,1440,420
660,home,0,390,390
660,work,390,1170,780
660,home,1170,1440,270
661,home,0,420,420
661,leisure,420,480,60
661,shop,480,570,90
661,home,570,1440,870
662,home,0,375,375
662,work,375,1155,780
662,home,1155,1440,285
663,home,0,375,375
663,leisure,375,495,120
663,shop,495,585,90
663,home,585,765,180
663,shop,765,930,165
663,home,930,1440,510
664,home,0,420,420
664,leisure,420,510,90
664,shop,510,600,90
664,leisure,600,975,375
664,home,975,1440,465
665,home,0,375,375
665,shop,375,435,60
665,leisure,435,1020,585
665,home,1020,1440,420
666,home,0,375,375
666,work,375,1110,735
666,home,1110,1440,330
667,home,0,375,375
667,work,375,810,435
667,shop,810,840,30
667,home,840,1050,210
667,education,1050,1080,30
667,home,1080,1440,360
668,home,0,375,375
668,shop,375,435,60
668,leisure,435,1050,615
668,home,1050,1440,390
669,home,0,405,405
669,shop,405,465,60
669,leisure,465,990,525
669,home,990,1440,450
670,home,0,375,375
670,shop,375,435,60
670,leisure,435,990,555
670,home,990,1440,450
671,home,0,405,405
671,leisure,405,525,120
671,shop,525,675,150
671,home,675,1440,765
672,home,0,390,390
672,shop,390,495,105
672,home,495,615,120
672,leisure,615,840,225
672,home,840,1440,600
673,home,0,375,375
673,work,375,1035,660
673,home,1035,1440,405
674,home,0,390,390
674,shop,390,465,75
674,leisure,465,1005,540
674,home,1005,1440,435
675,home,0,375,375
675,shop,375,435,60
675,leisure,435,990,555
675,home,990,1440,450
676,home,0,375,375
676,work,375,810,435
676,shop,810,885,75
676,home,885,1440,555
677,home,0,390,390
677,shop,390,450,60
677,leisure,450,855,405
677,shop,855,960,105
677,home,960,1440,480
678,home,0,390,390
678,shop,390,525,135
678,leisure,525,975,450
678,home,975,1440,465
679,home,0,390,390
679,leisure,390,765,375
679,shop,765,840,75
679,home,840,1020,180
679,shop,1020,1035,15
679,home,1035,1440,405
680,home,0,390,390
680,work,390,750,360
680,shop,750,765,15
680,work,765,1140,375
680,leisure,1140,1185,45
680,work,1185,1200,15
680,leisure,1200,1215,15
680,work,1215,1230,15
680,home,1230,1440,210
681,home,0,405,405
681,shop,405,495,90
681,leisure,495,1005,510
681,home,1005,1440,435
682,home,0,405,405
682,shop,405,495,90
682,home,495,645,150
682,leisure,645,975,330
682,home,975,1440,465
683,home,0,405,405
683,shop,405,480,75
683,leisure,480,975,495
683,home,975,1440,465
684,home,0,375,375
684,shop,375,405,30
684,leisure,405,615,210
684,shop,615,885,270
684,home,885,1440,555
685,home,0,405,405
685,work,405,1125,720
685,education,1125,1140,15
685,home,1140,1440,300
686,home,0,405,405
686,shop,405,495,90
686,leisure,495,1035,540
686,home,1035,1440,405
687,home,0,405,405
687,shop,405,465,60
687,leisure,465,1005,540
687,home,1005,1440,435
688,home,0,405,405
688,shop,405,465,60
688,leisure,465,975,510
688,home,975,1440,465
689,home,0,390,390
689,shop,390,495,105
689,leisure,495,810,315
689,home,810,1440,630
690,home,0,405,405
690,leisure,405,690,285
690,shop,690,810,120
690,home,810,1440,630
691,home,0,405,405
691,shop,405,480,75
691,leisure,480,1005,525
691,home,1005,1440,435
692,home,0,405,405
692,leisure,405,630,225
692,shop,630,960,330
692,home,960,1440,480
693,home,0,375,375
693,shop,375,450,75
693,leisure,450,990,540
693,home,990,1440,450
694,home,0,420,420
694,shop,420,480,60
694,leisure,480,990,510
694,home,990,1440,450
695,home,0,390,390
695,work,390,1155,765
695,home,1155,1440,285
696,home,0,375,375
696,leisure,375,570,195
696,shop,570,945,375
696,home,945,1440,495
697,home,0,375,375
697,shop,375,465,90
697,leisure,465,990,525
697,home,990,1440,450
698,home,0,375,375
698,work,375,1095,720
698,education,1095,1110,15
698,home,1110,1440,330
699,home,0,390,390
699,shop,390,450,60
699,leisure,450,975,525
699,home,975,1440,465
700,home,0,390,390
700,leisure,390,555,165
700,shop,555,825,270
700,home,825,1440,615
701,home,0,390,390
701,leisure,390,630,240
701,shop,630,795,165
701,home,795,1440,645
702,home,0,420,420
702,shop,420,480,60
702,leisure,480,990,510
702,home,990,1440,450
703,home,0,390,390
703,leisure,390,600,210
703,shop,600,735,135
703,home,735,1440,705
704,home,0,390,390
704,shop,390,450,60
704,leisure,450,990,540
704,home,990,1440,450
705,home,0,405,405
705,shop,405,465,60
705,leisure,465,975,510
705,home,975,1440,465
706,home,0,375,375
706,leisure,375,525,150
706,shop,525,585,60
706,home,585,825,240
706,shop,825,960,135
706,home,960,1440,480
707,home,0,375,375
707,work,375,795,420
707,shop,795,855,60
707,work,855,1185,330
707,leisure,1185,1215,30
707,work,1215,1230,15
707,leisure,1230,1245,15
707,work,1245,1260,15
707,home,1260,1440,180
708,home,0,375,375
708,work,375,1005,630
708,education,1005,1080,75
708,home,1080,1440,360
709,home,0,390,390
709,leisure,390,525,135
709,shop,525,795,270
709,home,795,1440,645
710,home,0,390,390
710,shop,390,465,75
710,leisure,465,1005,540
710,home,1005,1440,435
711,home,0,405,405
711,shop,405,465,60
711,leisure,465,975,510
711,home,975,1440,465
712,home,0,375,375
712,leisure,375,465,90
712,shop,465,735,270
712,home,735,1440,705
713,home,0,375,375
713,work,375,810,435
713,shop,810,885,75
713,home,885,1440,555
714,home,0,375,375
714,work,375,1170,795
714,home,1170,1440,270
715,home,0,405,405
715,leisure,405,705,300
715,shop,705,855,150
715,home,855,1440,585
716,home,0,375,375
716,work,375,795,420
716,shop,795,840,45
716,home,840,1440,600
717,home,0,375,375
717,shop,375,435,60
717,leisure,435,990,555
717,home,990,1440,450
718,home,0,390,390
718,work,390,915,525
718,leisure,915,975,60
718,home,975,1440,465
719,home,0,375,375
719,shop,375,450,75
719,leisure,450,1005,555
719,home,1005,1440,435
720,home,0,375,375
720,shop,375,495,120
720,leisure,495,990,495
720,home,990,1440,450
721,home,0,390,390
721,work,390,810,420
721,shop,810,945,135
721,home,945,1440,495
722,home,0,375,375
722,work,375,1035,660
722,education,1035,1080,45
722,home,1080,1440,360
723,home,0,405,405
723,shop,405,495,90
723,leisure,495,1005,510
723,home,1005,1440,435
724,home,0,420,420
724,shop,420,465,45
724,leisure,465,690,225
724,shop,690,870,180
724,home,870,1440,570
725,home,0,405,405
725,shop,405,510,105
725,leisure,510,975,465
725,home,975,1440,465
726,home,0,390,390
726,shop,390,480,90
726,leisure,480,975,495
726,home,975,1440,465
727,home,0,375,375
727,leisure,375,465,90
727,shop,465,750,285
727,home,750,1440,690
728,home,0,375,375
728,work,375,780,405
728,shop,780,825,45
728,work,825,1080,255
728,leisure,1080,1095,15
728,home,1095,1440,345
729,home,0,405,405
729,shop,405,480,75
729,leisure,480,975,495
729,home,975,1440,465
730,home,0,375,375
730,work,375,780,405
730,shop,780,840,60
730,home,840,1440,600
731,home,0,405,405
731,shop,405,480,75
731,leisure,480,975,495
731,home,975,1440,465
732,home,0,375,375
732,shop,375,435,60
732,leisure,435,990,555
732,home,990,1440,450
733,home,0,390,390
733,shop,390,450,60
733,leisure,450,1020,570
733,home,1020,1440,420
734,home,0,375,375
734,work,375,1185,810
734,home,1185,1440,255
735,home,0,390,390
735,work,390,750,360
735,shop,750,765,15
735,work,765,1125,360
735,leisure,1125,1155,30
735,work,1155,1200,45
735,home,1200,1440,240
736,home,0,375,375
736,work,375,1125,750
736,home,1125,1440,315
737,home,0,375,375
737,shop,375,540,165
737,leisure,540,930,390
737,shop,930,960,30
737,home,960,1440,480
738,home,0,375,375
738,work,375,1095,720
738,home,1095,1440,345
739,home,0,390,390
739,work,390,810,420
739,shop,810,885,75
739,home,885,1440,555
740,home,0,375,375
740,work,375,795,420
740,shop,795,855,60
740,home,855,1440,585
741,home,0,390,390
741,shop,390,480,90
741,leisure,480,1065,585
741,home,1065,1440,375
742,home,0,420,420
742,shop,420,465,45
742,leisure,465,720,255
742,shop,720,945,225
742,home,945,1440,495
743,home,0,390,390
743,work,390,1155,765
743,home,1155,1440,285
744,home,0,405,405
744,shop,405,480,75
744,leisure,480,990,510
744,home,990,1440,450
745,home,0,390,390
745,shop,390,480,90
745,leisure,480,990,510
745,home,990,1440,450
746,home,0,375,375
746,work,375,1125,750
746,home,1125,1440,315
747,home,0,405,405
747,shop,405,495,90
747,leisure,495,975,480
747,home,975,1440,465
748,home,0,390,390
748,shop,390,465,75
748,leisure,465,1020,555
748,home,1020,1440,420
749,home,0,375,375
749,work,375,795,420
749,shop,795,870,75
749,home,870,1440,570
750,home,0,390,390
750,work,390,1110,720
750,home,1110,1440,330
751,home,0,375,375
751,work,375,1035,660
751,leisure,1035,1095,60
751,home,1095,1440,345
752,home,0,375,375
752,work,375,1125,750
752,home,1125,1440,315
753,home,0,375,375
753,work,375,780,405
753,shop,780,825,45
753,work,825,1140,315
753,leisure,1140,1170,30
753,work,1170,1185,15
753,leisure,1185,1200,15
753,work,1200,1215,15
753,home,1215,1440,225
754,home,0,375,375
754,work,375,795,420
754,shop,795,855,60
754,work,855,1170,315
754,leisure,1170,1200,30
754,home,1200,1440,240
755,home,0,375,375
755,shop,375,405,30
755,leisure,405,795,390
755,shop,795,810,15
755,home,810,1005,195
755,shop,1005,1020,15
755,home,1020,1440,420
756,home,0,405,405
756,leisure,405,525,120
756,shop,525,585,60
756,home,585,1005,420
756,leisure,1005,1065,60
756,home,1065,1440,375
757,home,0,375,375
757,work,375,1125,750
757,home,1125,1440,315
758,home,0,390,390
758,work,390,1170,780
758,home,1170,1440,270
759,home,0,420,420
759,shop,420,495,75
759,leisure,495,1005,510
759,home,1005,1440,435
760,home,0,390,390
760,shop,390,480,90
760,leisure,480,1005,525
760,home,1005,1440,435
761,home,0,390,390
761,shop,390,495,105
761,leisure,495,1005,510
761,home,1005,1440,435
762,home,0,435,435
762,shop,435,495,60
762,leisure,495,840,345
762,home,840,1440,600
763,home,0,390,390
763,shop,390,465,75
763,leisure,465,1005,540
763,home,1005,1440,435
764,home,0,390,390
764,work,390,1095,705
764,home,1095,1440,345
765,home,0,375,375
765,leisure,375,540,165
765,shop,540,720,180
765,home,720,1440,720
766,home,0,375,375
766,leisure,375,450,75
766,shop,450,645,195
766,home,645,1440,795
767,home,0,390,390
767,leisure,390,705,315
767,shop,705,825,120
767,home,825,1440,615
768,home,0,420,420
768,shop,420,495,75
768,leisure,495,1065,570
768,home,1065,1440,375
769,home,0,390,390
769,shop,390,480,90
769,leisure,480,990,510
769,home,990,1440,450
770,home,0,375,375
770,shop,375,435,60
770,leisure,435,975,540
770,home,975,1440,465
771,home,0,375,375
771,shop,375,450,75
771,leisure,450,1005,555
771,home,1005,1440,435
772,home,0,465,465
772,shop,465,495,30
772,leisure,495,690,195
772,shop,690,915,225
772,home,915,1440,525
773,home,0,375,375
773,shop,375,450,75
773,leisure,450,975,525
773,home,975,1440,465
774,home,0,390,390
774,work,390,810,420
774,shop,810,900,90
774,home,900,1155,255
774,leisure,1155,1170,15
774,home,1170,1440,270
775,home,0,375,375
775,shop,375,390,15
775,work,390,735,345
775,shop,735,750,15
775,work,750,1080,330
775,leisure,1080,1095,15
775,home,1095,1440,345
776,home,0,390,390
776,leisure,390,555,165
776,shop,555,840,285
776,home,840,1440,600
777,home,0,390,390
777,shop,390,420,30
777,leisure,420,495,75
777,shop,495,630,135
777,home,630,1440,810
778,home,0,375,375
778,leisure,375,780,405
778,shop,780,960,180
778,home,960,1440,480
779,home,0,435,435
779,shop,435,525,90
779,leisure,525,990,465
779,home,990,1440,450
780,home,0,375,375
780,shop,375,450,75
780,leisure,450,1050,600
780,home,1050,1440,390
781,home,0,405,405
781,shop,405,525,120
781,leisure,525,975,450
781,home,975,1440,465
782,home,0,420,420
782,shop,420,495,75
782,leisure,495,1005,510
782,home,1005,1440,435
783,home,0,390,390
783,shop,390,495,105
783,leisure,495,1005,510
783,home,1005,1440,435
784,home,0,390,390
784,shop,390,465,75
784,leisure,465,975,510
784,home,975,1440,465
785,home,0,375,375
785,shop,375,435,60
785,leisure,435,975,540
785,home,975,1440,465
786,home,0,375,375
786,work,375,1035,660
786,education,1035,1080,45
786,home,1080,1440,360
787,home,0,375,375
787,work,375,1080,705
787,home,1080,1440,360
788,home,0,390,390
788,shop,390,510,120
788,leisure,510,975,465
788,home,975,1440,465
789,home,0,420,420
789,shop,420,525,105
789,leisure,525,1050,525
789,home,1050,1440,390
790,home,0,405,405
790,leisure,405,525,120
790,shop,525,915,390
790,home,915,1440,525
791,home,0,375,375
791,work,375,795,420
791,shop,795,870,75
791,home,870,1440,570
792,home,0,390,390
792,shop,390,450,60
792,leisure,450,1035,585
792,home,1035,1440,405
793,home,0,375,375
793,work,375,1140,765
793,home,1140,1440,300
794,home,0,405,405
794,shop,405,510,105
794,leisure,510,990,480
794,home,990,1440,450
795,home,0,405,405
795,shop,405,465,60
795,leisure,465,990,525
795,home,990,1440,450
796,home,0,390,390
796,shop,390,480,90
796,leisure,480,1020,540
796,home,1020,1440,420
797,home,0,405,405
797,shop,405,495,90
797,leisure,495,975,480
797,home,975,1440,465
798,home,0,375,375
798,work,375,795,420
798,education,795,915,120
798,leisure,915,975,60
798,home,975,1170,195
798,shop,1170,1185,15
798,home,1185,1440,255
799,home,0,375,375
799,shop,375,435,60
799,leisure,435,990,555
799,home,990,1440,450
800,home,0,375,375
800,shop,375,450,75
800,leisure,450,975,525
800,home,975,1440,465
801,home,0,375,375
801,leisure,375,780,405
801,shop,780,960,180
801,home,960,1440,480
802,home,0,375,375
802,work,375,1140,765
802,home,1140,1440,300
803,home,0,375,375
803,work,375,795,420
803,education,795,975,180
803,home,975,1440,465
804,home,0,375,375
804,shop,375,435,60
804,leisure,435,990,555
804,home,990,1440,450
805,home,0,420,420
805,shop,420,465,45
805,leisure,465,765,300
805,shop,765,945,180
805,home,945,1440,495
806,home,0,375,375
806,shop,375,450,75
806,leisure,450,1020,570
806,home,1020,1440,420
807,home,0,390,390
807,leisure,390,540,150
807,shop,540,915,375
807,home,915,1440,525
808,home,0,375,375
808,work,375,1095,720
808,home,1095,1440,345
809,home,0,375,375
809,shop,375,450,75
809,leisure,450,975,525
809,home,975,1440,465
810,home,0,375,375
810,work,375,1140,765
810,home,1140,1440,300
811,home,0,405,405
811,shop,405,465,60
811,leisure,465,1005,540
811,home,1005,1440,435
812,home,0,405,405
812,shop,405,495,90
812,home,495,645,150
812,leisure,645,975,330
812,home,975,1440,465
813,home,0,375,375
813,work,375,1065,690
813,home,1065,1440,375
814,home,0,375,375
814,work,375,780,405
814,shop,780,840,60
814,work,840,1095,255
814,leisure,1095,1140,45
814,work,1140,1200,60
814,leisure,1200,1215,15
814,work,1215,1230,15
814,leisure,1230,1245,15
814,work,1245,1260,15
814,leisure,1260,1275,15
814,home,1275,1440,165
815,home,0,375,375
815,work,375,1095,720
815,home,1095,1440,345
816,home,0,390,390
816,leisure,390,495,105
816,shop,495,570,75
816,home,570,660,90
816,shop,660,720,60
816,home,720,1440,720
817,home,0,375,375
817,leisure,375,645,270
817,shop,645,735,90
817,home,735,1440,705
818,home,0,420,420
818,shop,420,525,105
818,leisure,525,1020,495
818,home,1020,1440,420
819,home,0,375,375
819,work,375,1125,750
819,home,1125,1440,315
820,home,0,405,405
820,shop,405,540,135
820,leisure,540,1005,465
820,home,1005,1440,435
821,home,0,390,390
821,work,390,1110,720
821,education,1110,1125,15
821,home,1125,1440,315
822,home,0,405,405
822,shop,405,480,75
822,leisure,480,975,495
822,home,975,1440,465
823,home,0,375,375
823,leisure,375,480,105
823,shop,480,645,165
823,home,645,1440,795
824,home,0,375,375
824,work,375,765,390
824,shop,765,780,15
824,work,780,1005,225
824,leisure,1005,1020,15
824,work,1020,1065,45
824,leisure,1065,1080,15
824,work,1080,1095,15
824,leisure,1095,1125,30
824,work,1125,1170,45
824,leisure,1170,1200,30
824,work,1200,1215,15
824,home,1215,1440,225
825,home,0,390,390
825,shop,390,480,90
825,leisure,480,990,510
825,home,990,1440,450
826,home,0,390,390
826,work,390,1125,735
826,home,1125,1440,315
827,home,0,390,390
827,shop,390,420,30
827,leisure,420,540,120
827,shop,540,705,165
827,home,705,1440,735
828,home,0,390,390
828,shop,390,465,75
828,leisure,465,810,345
828,shop,810,885,75
828,home,885,1440,555
829,home,0,375,375
829,work,375,1125,750
829,home,1125,1440,315
830,home,0,375,375
830,work,375,1125,750
830,home,1125,1440,315
831,home,0,375,375
831,shop,375,465,90
831,leisure,465,1005,540
831,home,1005,1440,435
832,home,0,375,375
832,shop,375,450,75
832,leisure,450,975,525
832,home,975,1440,465
833,home,0,405,405
833,shop,405,495,90
833,leisure,495,1020,525
833,home,1020,1440,420
834,home,0,375,375
834,shop,375,465,90
834,leisure,465,975,510
834,home,975,1440,465
835,home,0,375,375
835,shop,375,435,60
835,leisure,435,975,540
835,home,975,1440,465
836,home,0,375,375
836,leisure,375,510,135
836,shop,510,600,90
836,home,600,765,165
836,leisure,765,975,210
836,home,975,1440,465
837,home,0,390,390
837,work,390,1065,675
837,leisure,1065,1110,45
837,home,1110,1440,330
838,home,0,390,390
838,shop,390,465,75
838,leisure,465,990,525
838,home,990,1440,450
839,home,0,390,390
839,shop,390,450,60
839,leisure,450,1005,555
839,home,1005,1440,435
840,home,0,405,405
840,shop,405,540,135
840,leisure,540,990,450
840,home,990,1440,450
841,home,0,375,375
841,leisure,375,525,150
841,shop,525,690,165
841,home,690,1440,750
842,home,0,405,405
842,shop,405,480,75
842,leisure,480,990,510
842,home,990,1440,450
843,home,0,375,375
843,shop,375,465,90
843,leisure,465,975,510
843,home,975,1440,465
844,home,0,390,390
844,shop,390,465,75
844,leisure,465,990,525
844,home,990,1440,450
845,home,0,375,375
845,shop,375,420,45
845,leisure,420,855,435
845,shop,855,960,105
845,home,960,1440,480
846,home,0,375,375
846,work,375,810,435
846,shop,810,840,30
846,home,840,1440,600
847,home,0,420,420
847,leisure,420,660,240
847,shop,660,780,120
847,home,780,1440,660
848,home,0,375,375
848,shop,375,450,75
848,leisure,450,975,525
848,home,975,1440,465
849,home,0,405,405
849,leisure,405,750,345
849,shop,750,855,105
849,home,855,1440,585
850,home,0,375,375
850,work,375,1155,780
850,home,1155,1440,285
851,home,0,375,375
851,shop,375,450,75
851,leisure,450,990,540
851,home,990,1440,450
852,home,0,390,390
852,shop,390,450,60
852,leisure,450,975,525
852,home,975,1440,465
853,home,0,390,390
853,shop,390,450,60
853,leisure,450,975,525
853,home,975,1440,465
854,home,0,390,390
854,shop,390,480,90
854,leisure,480,1005,525
854,home,1005,1440,435
855,home,0,390,390
855,shop,390,480,90
855,leisure,480,975,495
855,home,975,1440,465
856,home,0,375,375
856,shop,375,435,60
856,leisure,435,1050,615
856,home,1050,1440,390
857,home,0,420,420
857,leisure,420,570,150
857,shop,570,960,390
857,home,960,1440,480
858,home,0,405,405
858,shop,405,465,60
858,leisure,465,1005,540
858,home,1005,1440,435
859,home,0,375,375
859,leisure,375,435,60
859,shop,435,705,270
859,home,705,1440,735
860,home,0,420,420
860,shop,420,465,45
860,leisure,465,705,240
860,shop,705,780,75
860,home,780,1440,660
861,home,0,375,375
861,shop,375,435,60
861,leisure,435,1020,585
861,home,1020,1440,420
862,home,0,390,390
862,work,390,1080,690
862,home,1080,1440,360
863,home,0,375,375
863,work,375,1155,780
863,home,1155,1440,285
864,home,0,405,405
864,leisure,405,615,210
864,shop,615,690,75
864,home,690,1440,750
865,home,0,390,390
865,leisure,390,570,180
865,shop,570,735,165
865,home,735,1440,705
866,home,0,375,375
866,work,375,1110,735
866,home,1110,1440,330
867,home,0,375,375
867,work,375,1080,705
867,home,1080,1440,360
868,home,0,375,375
868,work,375,1095,720
868,leisure,1095,1110,15
868,home,1110,1440,330
869,home,0,390,390
869,shop,390,465,75
869,leisure,465,990,525
869,home,990,1440,450
870,home,0,420,420
870,shop,420,480,60
870,leisure,480,975,495
870,home,975,1440,465
871,home,0,405,405
871,leisure,405,600,195
871,shop,600,780,180
